Company,"CIK Code","IRS Number",Ticker,Market,"Bus Street 1","Bus Street 2",City,County,"State Code","State Name","State Region",Zip,"Bus Phone","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act","S&P Index",Auditor,"Auditor Key","Auditor Affiliate","Auditor City","Auditor State Code","Auditor State Name","Auditor State Region","IC Opinion Key","Internal Control Report","Restated Internal Control Report",Opinion,"Agrees with Management","IC Framework","Effective Internal Controls","Year Ended Date","Fiscal Year","Signature Date","Note Dates","Filing Index Page","Source FTP Key",Source,"Source Date","Accounting Rule (GAAP/FASB) Application Failures","Financial Fraud, Irregularities and Misrepresentations","Errors in Accounting and Clerical Applications","Internal Control Weakness","Internal Control - Number Weaknesses Identified",Exemption(s),"Fees Currency","Audit Fees ($)","Non-Audit Fees ($)","Total Fees ($)","Share Price","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)","First Auditor Report","First Management Report"
"HUMANIGEN, INC",1293310,77-0557236,HGEN,"NASDAQ Capital Market","830 MORRIS TURNPIKE","4TH FLOOR","SHORT HILLS",Essex,NJ,"NEW JERSEY","US Mid Atlantic",07078,"(973) 200-3100",,,2834,"Pharmaceutical Preparations",541710,"Research and Development in the Physical, Engineering, and Life Sciences",34,,"Horne LLP",336,,Ridgeland,MS,MISSISSIPPI,"US Southeast",201226,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-28,,https://www.sec.gov/Archives/edgar/data/1293310/000121465922003416/0001214659-22-003416-index.htm,edgar/data/1293310/0001214659-22-003416.txt,10-K,"2022-02-28 21:10:07",,,,,0,,USD,"408,192","14,000","422,192",3.66,2021-12-29,"233,574,736",2021-12-31,"3,595,000","-236,649,000",,"71,061,000",Yes,
"EBIX INC",814549,77-0021975,EBIX,"NASDAQ Global Select Market","1 EBIX WAY",,"JOHNS CREEK",Gwinnett,GA,GEORGIA,"US Southeast",30097,"(678) 281-2020",,,7373,"Computer Integrated Systems Design",511210,"Software Publishers",34,"S&P 600 SmallCap","KG Somani & Co",14787,,"New Delhi",K7,INDIA,Foreign,202593,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-09,,https://www.sec.gov/Archives/edgar/data/814549/000162828022005616/0001628280-22-005616-index.htm,edgar/data/814549/0001628280-22-005616.txt,10-K,"2022-03-09 18:55:37",,,,,0,,USD,"682,500",0,"682,500",30.93,2021-12-29,"957,080,576",2021-12-31,"994,938,000","68,188,000","-375,390,000","1,573,249,000",,
"NETLIST INC",1282631,95-4812784,NLST,OTCQB,"475 GODDARD","51 DISCOVERY",IRVINE,Orange,CA,CALIFORNIA,"US West",92618,"(949) 435-0025",,,3674,"Semiconductors and Related Devices",334613,"Magnetic and Optical Recording Media Manufacturing",34,,"KMJ Corbin & Company LLP",2349,,Irvine,CA,CALIFORNIA,"US West",201671,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,No,2022-01-01,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/1282631/000155837022002590/0001558370-22-002590-index.htm,edgar/data/1282631/0001558370-22-002590.txt,10-K,"2022-03-01 16:46:03","|Acc - Unspecified/unidentified/inapplicable FASB/GAAP issues|",,,"|IC - Ineffective, non-existent or understaffed audit committee|IC - Accounting documentation, policy and/or procedures|IC - Information technology, software, security & access issues|",2,,USD,"202,650",0,"202,650",6.735,2022-01-03,"1,529,044,992",2022-01-01,"142,355,000","4,831,000",,"91,176,000",Yes,
"ALBANY INTERNATIONAL CORP /DE/",819793,14-0462060,AIN,NYSE,"216 AIRPORT DRIVE",,ROCHESTER,Strafford,NH,"NEW HAMPSHIRE","US New England",03867,"(603) 330-5850",,,2221,"Broadwoven Fabric Mills, Manmade Fiber and Silk",313210,"Broadwoven Fabric Mills",34,"S&P 600 SmallCap","KPMG LLP",4,,Albany,NY,"NEW YORK","US Mid Atlantic",200240,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-25,,https://www.sec.gov/Archives/edgar/data/819793/000081979322000009/0000819793-22-000009-index.htm,edgar/data/819793/0000819793-22-000009.txt,10-K,"2022-02-25 11:20:23",,,,,0,,USD,"3,200,000","373,150","3,573,150",89.14,2021-12-29,"2,886,353,152",2021-12-31,"929,240,000","118,478,000","652,762,000","1,556,064,000",,
"NBT BANCORP INC",790359,16-1268674,NBTB,"NASDAQ Global Select Market","52 S BROAD ST",,NORWICH,Chenango,NY,"NEW YORK","US Mid Atlantic",13815,"(607) 337-2265",,,6021,"National Commercial Banks",522110,"Commercial Banking",34,"S&P 600 SmallCap","KPMG LLP",4,,Albany,NY,"NEW YORK","US Mid Atlantic",201649,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/790359/000114036122007333/0001140361-22-007333-index.htm,edgar/data/790359/0001140361-22-007333.txt,10-K,"2022-03-01 16:07:08",,,,,0,,USD,"1,033,000","81,900","1,114,900",38.52,2021-12-29,"1,669,837,312",2021-12-31,"487,139,000","154,885,000","960,985,000","12,012,111,000",,
"PLUG POWER INC",1093691,22-3672377,PLUG,"NASDAQ Capital Market","968 ALBANY-SHAKER ROAD",,,Albany,NY,"NEW YORK","US Mid Atlantic",12110,"(518) 782-7700",,,3620,"Electrical Industrial Apparatus",335311,"Power, Distribution, and Specialty Transformer Manufacturing",34,,"KPMG LLP",4,,Albany,NY,"NEW YORK","US Mid Atlantic",201866,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,No,2021-12-31,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/1093691/000155837022002620/0001558370-22-002620-index.htm,edgar/data/1093691/0001558370-22-002620.txt,10-K,"2022-03-01 17:23:11","|Acc - Expense recording (payroll, SG&A) issues|Acc - Inventory, vendor, and cost of sales issues|Acc - Liabilities, payables, reserves and accrual estimate failures|",,,"|IC - Material and/or numerous auditor /YE adjustments|IC - Accounting documentation, policy and/or procedures|IC - Information technology, software, security & access issues|IC - Segregations of duties/ design of controls (personnel)|IC - Accounting personnel resources, competency/training|",2,"|Ex - Acquisition(s) during the past year (exemption)|",USD,"3,945,000","35,000","3,980,000",27.96,2021-12-29,"16,114,908,160",2021-12-31,"502,342,000","-459,965,000","4,227,052,000","5,950,076,000",,
"ARROW FINANCIAL CORP",717538,22-2448962,AROW,"NASDAQ Global Select Market","250 GLEN ST",,"GLENS FALLS",Warren,NY,"NEW YORK","US Mid Atlantic",12801,"(518) 415-4299",,,6021,"National Commercial Banks",522110,"Commercial Banking",34,,"KPMG LLP",4,,Albany,NY,"NEW YORK","US Mid Atlantic",202857,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-11,,https://www.sec.gov/Archives/edgar/data/717538/000071753822000081/0000717538-22-000081-index.htm,edgar/data/717538/0000717538-22-000081.txt,10-K,"2022-03-11 16:52:14",,,,,0,,USD,"545,500","96,700","642,200",35.54,2021-12-29,"569,472,000",2021-12-31,"142,452,000","49,857,000","347,395,000","4,027,952,000",,
"PNM RESOURCES INC",1108426,85-0468296,PNM,NYSE,"414 SILVER AVE. SW",,ALBUQUERQUE,Bernalillo,NM,"NEW MEXICO","US Southwest",87102-3289,"(505) 241-2700",,,4911,"Electric Services",221122,"Electric Power Distribution",34,"S&P 400 MidCap","KPMG LLP",4,,Albuquerque,NM,"NEW MEXICO","US Southwest",201713,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/1108426/000110842622000010/0001108426-22-000010-index.htm,edgar/data/1108426/0001108426-22-000010.txt,10-K,"2022-03-01 16:12:07",,,,,0,,USD,"1,893,000","92,000","1,985,000",45.62,2021-12-29,"3,915,787,008",2021-12-31,"1,779,873,000","196,357,000","1,900,756,000","8,666,885,000",,
"ASML HOLDING NV",937966,00-0000000,ASML,"NASDAQ Global Select Market","DE RUN 6501",,"DR VELDHOVEN",,P7,NETHERLANDS,Foreign,5504,31402683000,,,3559,"Special  Industry Machinery, NEC",333295,"Semiconductor Machinery Manufacturing",34,,"KPMG LLP",4,"KPMG Accountants NV",Amstelveen,P7,NETHERLANDS,Foreign,197629,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-09,,https://www.sec.gov/Archives/edgar/data/937966/000093796622000013/0000937966-22-000013-index.htm,edgar/data/937966/0000937966-22-000013.txt,20-F,"2022-02-09 06:24:50",,,,,0,,USD,"4,136,420","138,433","4,274,853",801.98,2021-12-29,"334,035,910,656",2021-12-31,"21,164,500,000","6,690,400,000","5,268,500,000","34,378,800,000",,
"uniQure N.V.",1590560,,QURE,"NASDAQ Global Select Market","PAASHEUVELWEG 25A",,AMSTERDAM,,P7,NETHERLANDS,Foreign,"1105 BP",1-339-970-7000,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"S&P 600 SmallCap","KPMG LLP",4,"KPMG Accountants NV",Amstelveen,P7,NETHERLANDS,Foreign,200119,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-25,,https://www.sec.gov/Archives/edgar/data/1590560/000155837022002050/0001558370-22-002050-index.htm,edgar/data/1590560/0001558370-22-002050.txt,10-K,"2022-02-25 07:36:18",,,,,0,,USD,"1,392,000","114,000","1,506,000",20.62,2021-12-29,"952,937,728",2021-12-31,"524,002,000","329,589,000","534,999,000","809,180,000",,
"ING GROEP NV",1039765,00-0000000,ING,NYSE,"PO BOX 1800",,AMSTERDAM,,P7,NETHERLANDS,Foreign,"1000 BV",01131205639111,,,6029,"Commercial Banks, NEC",524210,"Insurance Agencies and Brokerages",34,,"KPMG LLP",4,"KPMG Accountants NV",Amstelveen,P7,NETHERLANDS,Foreign,202854,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-07,,https://www.sec.gov/Archives/edgar/data/1039765/000156276222000122/0001562762-22-000122-index.htm,edgar/data/1039765/0001562762-22-000122.txt,20-F,"2022-03-11 06:51:29",,,,,0,,USD,"31,946,033",0,"31,946,033",13.89,2021-12-29,"54,056,112,128",2021-12-31,"6,930,000,000","6,769,000,000","57,895,000,000","1,079,491,000,000",,
"ProQR Therapeutics N.V.",1612940,00-0000000,PRQR,"NASDAQ Global Market","ZERNIKEDREEF 9",,LEIDEN,,P7,NETHERLANDS,Foreign,"2333 CK","31 88 166 7000",,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,,"KPMG LLP",4,"KPMG Accountants NV",Amstelveen,P7,NETHERLANDS,Foreign,206156,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-04-29,,https://www.sec.gov/Archives/edgar/data/1612940/000155837022006395/0001558370-22-006395-index.htm,edgar/data/1612940/0001558370-22-006395.txt,20-F,"2022-04-29 09:15:47",,,,,0,,USD,"495,755","75,724","571,479",7.85,2021-12-29,"424,932,704",2021-12-31,"2,726,000","-70,143,000",,"238,334,000",,
"HOME DEPOT, INC.",354950,95-3261426,HD,NYSE,"2455 PACES FERRY ROAD",,ATLANTA,Cobb,GA,GEORGIA,"US Southeast",30339-4024,"(770) 433-8211",,,5211,"Lumber and Other Building Materials Dealers",444110,"Home Centers",34,"S&P 500","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",193272,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-01-31,2021,2021-03-24,,https://www.sec.gov/Archives/edgar/data/354950/000035495021000089/0000354950-21-000089-index.htm,edgar/data/354950/0000354950-21-000089.txt,10-K,"2021-03-24 16:46:14",,,,,0,,USD,"6,710,000","1,427,000","8,137,000",272.16,2021-02-02,"293,007,654,912",2021-01-31,"132,110,000,000","12,866,000,000","-3,827,000,000","70,581,000,000",,
"AMERICAN SOFTWARE INC",713425,58-1098795,AMSWA,"NASDAQ Global Select Market","470 E PACES FERRY RD NE",,ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30305,"(404) 261-4381",,,7372,"Prepackaged Software",511210,"Software Publishers",34,,"KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",195873,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-04-30,2021,2021-07-09,,https://www.sec.gov/Archives/edgar/data/713425/000162828021013701/0001628280-21-013701-index.htm,edgar/data/713425/0001628280-21-013701.txt,10-K,"2021-07-09 17:21:34",,,,,0,,USD,"801,000",0,"801,000",20.69,2021-04-28,"639,038,336",2021-04-30,"111,408,000","8,089,000","91,376,000","177,157,000",,
"NORFOLK SOUTHERN CORP",702165,52-1188014,NSC,NYSE,"650 W PEACHTREE STREET NW",,ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30308,"(470) 463-6807",,,4011,"Railroads, Line-haul Operating",482111,"Line-Haul Railroads",34,"S&P 500","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",197547,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-04,,https://www.sec.gov/Archives/edgar/data/702165/000070216522000007/0000702165-22-000007-index.htm,edgar/data/702165/0000702165-22-000007.txt,10-K,"2022-02-04 14:20:19",,,,,0,,USD,"3,073,500","365,500","3,439,000",295.75,2021-12-29,"71,969,136,640",2021-12-31,"11,142,000,000","3,005,000,000",,"38,493,000,000",,
"MOHAWK INDUSTRIES INC",851968,52-1604305,MHK,NYSE,"160 S INDUSTRIAL BLVD","PO BOX 12069",CALHOUN,Gordon,GA,GEORGIA,"US Southeast",30701,"(706) 624-2032",,,2273,"Carpets and Rugs",314110,"Carpet and Rug Mills",34,"S&P 500","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",199207,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-23,,https://www.sec.gov/Archives/edgar/data/851968/000085196822000026/0000851968-22-000026-index.htm,edgar/data/851968/0000851968-22-000026.txt,10-K,"2022-02-23 16:19:13",,,,,0,,USD,"9,131,000","186,000","9,317,000",176.66,2021-12-29,"11,965,600,768",2021-12-31,"11,200,613,000","1,033,159,000","4,913,536,000","14,224,517,000",,
"SAIA INC",1177702,48-1229851,SAIA,"NASDAQ Global Select Market","11465 JOHNS CREEK PARKWAY","STE 400","JOHNS CREEK",Gwinnett,GA,GEORGIA,"US Southeast",30097,"(770) 232-5067",,,4213,"Trucking, Except Local",484122,"General Freight Trucking, Long-Distance, Less Than Truckload",34,"S&P 400 MidCap","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",199210,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-23,,https://www.sec.gov/Archives/edgar/data/1177702/000156459022006259/0001564590-22-006259-index.htm,edgar/data/1177702/0001564590-22-006259.txt,10-K,"2022-02-23 16:19:22",,,,,0,,USD,"864,375",0,"864,375",335.41,2021-12-29,"8,833,555,456",2021-12-31,"2,288,704,000","253,235,000","1,201,176,000","1,845,250,000",,
"AFLAC INC",4977,58-1167100,AFL,NYSE,"1932 WYNNTON RD",,COLUMBUS,Muscogee,GA,GEORGIA,"US Southeast",31999,"(706) 323-3431",,,6321,"Accident and Health Insurance",524114,"Direct Health and Medical Insurance Carriers",34,"S&P 500","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",199349,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-23,,https://www.sec.gov/Archives/edgar/data/4977/000000497722000058/0000004977-22-000058-index.htm,edgar/data/4977/0000004977-22-000058.txt,10-K,"2022-02-23 17:18:23",,,,,0,,USD,"9,627,574","537,270","10,164,844",58.79,2021-12-29,"38,891,245,568",2021-12-31,"22,106,000,000","4,325,000,000",,"157,542,000,000",,
"AGCO CORP /DE",880266,58-1960019,AGCO,NYSE,"4205 RIVER GREEN PKWAY",,DULUTH,Gwinnett,GA,GEORGIA,"US Southeast",30096,"(770) 813-9200",,,3523,"Farm Machinery and Equipment",333111,"Farm Machinery and Equipment Manufacturing",34,"S&P 400 MidCap","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",200361,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-25,,https://www.sec.gov/Archives/edgar/data/880266/000088026622000006/0000880266-22-000006-index.htm,edgar/data/880266/0000880266-22-000006.txt,10-K,"2022-02-25 15:37:01",,,,,0,,USD,"7,211,000","41,000","7,252,000",115.89,2021-12-29,"8,672,532,480",2021-12-31,"11,138,300,000","897,000,000","1,742,900,000","9,182,100,000",,
"SYNOVUS FINANCIAL CORP",18349,58-1134883,SNV,NYSE,"1111 BAY AVENUE","STE 500",COLUMBUS,Muscogee,GA,GEORGIA,"US Southeast",31901,"(706) 649-2311",,,6021,"National Commercial Banks",522110,"Commercial Banking",34,"S&P 400 MidCap","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",200662,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-25,,https://www.sec.gov/Archives/edgar/data/18349/000001834922000076/0000018349-22-000076-index.htm,edgar/data/18349/0000018349-22-000076.txt,10-K,"2022-02-25 17:01:22",,,,,0,,USD,"2,424,029","440,190","2,864,219",48,2021-12-29,"6,984,524,288",2021-12-31,"2,089,264,000","760,467,000","4,808,814,000","57,317,226,000",,
"ASTEC INDUSTRIES INC",792987,62-0873631,ASTE,"NASDAQ Global Select Market","1725 SHEPHERD ROAD",,CHATTANOOGA,Hamilton,TN,TENNESSEE,"US Southeast",37421,"(423) 899-5898",,,3531,"Construction Machinery and Equipment",333120,"Construction Machinery Manufacturing",34,"S&P 600 SmallCap","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",201055,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-28,,https://www.sec.gov/Archives/edgar/data/792987/000079298722000013/0000792987-22-000013-index.htm,edgar/data/792987/0000792987-22-000013.txt,10-K,"2022-02-28 16:17:07",,,,,0,,USD,"2,937,348","103,491","3,040,839",69.9,2021-12-29,"1,591,250,560",2021-12-31,"1,095,500,000","15,800,000","589,500,000","905,800,000",,
"ModivCare Inc",1220754,86-0845127,MODV,"NASDAQ Global Select Market","6900 LAYTON AVENUE","12TH FLOOR",DENVER,Denver,CO,COLORADO,"US West",80237,"(303) 728-7030",,,4700,"Transportation Services",624190,"Other Individual and Family Services",34,"S&P 600 SmallCap","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",201183,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,No,2021-12-31,2021,2022-02-28,,https://www.sec.gov/Archives/edgar/data/1220754/000122075422000007/0001220754-22-000007-index.htm,edgar/data/1220754/0001220754-22-000007.txt,10-K,"2022-02-28 17:35:40","|Acc - Accounts/loans receivable,  investments  & cash issues|Acc - Expense recording (payroll, SG&A) issues|Acc - Liabilities, payables, reserves and accrual estimate failures|Acc - Revenue recognition issues|",,,"|IC - Accounting documentation, policy and/or procedures|IC - Information technology, software, security & access issues|",2,"|Ex - Acquisition(s) during the past year (exemption)|",USD,"2,870,512","262,873","3,133,385",150.22,2021-12-29,"2,103,044,992",2021-12-31,"2,002,333,000","-6,585,000","-616,217,000","2,027,425,000",,
"Ameris Bancorp",351569,58-1456434,ABCB,"NASDAQ Global Select Market","3490 PIEDMONT RD","SUITE 1550",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30305,"(404) 639-6500",,,6022,"State Commercial Banks",522110,"Commercial Banking",34,"S&P 600 SmallCap","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",201250,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-28,,https://www.sec.gov/Archives/edgar/data/351569/000035156922000005/0000351569-22-000005-index.htm,edgar/data/351569/0000351569-22-000005.txt,10-K,"2022-02-28 17:21:17",,,,,0,"|Ex - Acquisition(s) during the past year (exemption)|",USD,"1,937,600",0,"1,937,600",50.25,2021-12-29,"3,499,168,256",2021-12-31,"1,056,236,000","376,913,000","1,827,893,000","23,858,321,000",,
"Primerica, Inc.",1475922,27-1204330,PRI,NYSE,"1 PRIMERICA PARKWAY",,DULUTH,Gwinnett,GA,GEORGIA,"US Southeast",30099,"(770) 381-1000",,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"S&P 400 MidCap","KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",201521,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/1475922/000156459022007995/0001564590-22-007995-index.htm,edgar/data/1475922/0001564590-22-007995.txt,10-K,"2022-03-01 15:14:19",,,,,0,"|Ex - Acquisition(s) during the past year (exemption)|",USD,"3,527,000","338,000","3,865,000",154.06,2021-12-29,"6,083,807,232",2021-12-31,"2,709,732,000","373,357,000","1,714,804,000","16,123,223,000",,
"Danimer Scientific, Inc.",1779020,84-1924518,DNMR,NYSE,"140 INDUSTRIAL BOULEVARD",,BAINBRIDGE,Decatur,GA,GEORGIA,"US Southeast",39817,"(229) 243-7075",,,2821,"Plastics Material and Synthetic Resins, and Nonvulcanizable Elastomers",325211,"Plastics Material and Resin Manufacturing",34,,"KPMG LLP",4,,Atlanta,GA,GEORGIA,"US Southeast",202340,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,No,2021-12-31,2021,2022-03-07,,https://www.sec.gov/Archives/edgar/data/1779020/000095017022003031/0000950170-22-003031-index.htm,edgar/data/1779020/0000950170-22-003031.txt,10-K,"2022-03-07 18:49:18","|Acc - Deferred, stock-based  or executive comp issues|Acc - Expense recording (payroll, SG&A) issues|Acc - Revenue recognition issues|Acc - Tax expense/benefit/deferral/other (FAS 109) issues|",,,"|IC - Material and/or numerous auditor /YE adjustments|IC - Accounting documentation, policy and/or procedures|",4,"|Ex - Acquisition(s) during the past year (exemption)|",USD,"1,655,000","211,000","1,866,000",8.2,2021-12-29,"822,823,360",2021-12-31,"58,749,000","-60,107,000","352,957,000","838,597,000",Yes,
"Thermon Group Holdings, Inc.",1489096,27-2228185,THR,NYSE,"7171 SOUTHWEST PARKWAY","BUILDING 300, SUITE 200",AUSTIN,Travis,TX,TEXAS,"US Southwest",78735,"(512) 690-0600",,,3620,"Electrical Industrial Apparatus",335311,"Power, Distribution, and Specialty Transformer Manufacturing",34,,"KPMG LLP",4,,Austin,TX,TEXAS,"US Southwest",195494,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-03-31,2021,2021-05-27,,https://www.sec.gov/Archives/edgar/data/1489096/000148909621000074/0001489096-21-000074-index.htm,edgar/data/1489096/0001489096-21-000074.txt,10-K,"2021-05-27 13:08:11",,,,,0,,USD,"1,405,000",0,"1,405,000",18.72,2021-03-29,"621,452,800",2021-03-31,"276,181,000","877,000","62,050,000","617,878,000",,
